SeqId,Heap3SortNComp,Heap3SortTns,AVLTreeSortNComp,AVLTreeSortTns,
seq_750_20,3799,96200,5895,84700,
seq_750_21,3784,148800,5870,80900,
seq_750_22,3752,99900,5976,92900,
seq_750_23,3791,174700,5944,157400,
seq_750_24,3791,96400,5927,91500,
seq_750_25,3755,102700,5983,87200,
seq_750_26,3783,101300,5971,98800,
seq_750_27,3780,77500,5959,82200,
seq_750_28,3791,77900,5950,69800,
seq_750_29,3778,110700,5943,89900,
seq_750_30,3759,95600,5986,109600,
seq_750_31,3775,172100,5974,159000,
seq_750_32,3783,97500,5871,89200,
seq_750_33,3784,104800,5917,98900,
seq_750_34,3755,98500,5930,94900,
seq_750_35,3776,78600,5873,70500,
seq_750_36,3800,104800,5910,107100,
seq_750_37,3769,226900,5951,109700,
seq_750_38,3776,109700,5903,96300,
seq_750_39,3747,101100,5891,96400,
seq_750_40,3798,107300,5950,84700,
seq_750_41,3762,98900,5932,97600,
seq_750_42,3758,79000,5946,71200,
seq_750_43,3795,96400,5917,90100,
seq_750_44,3777,82800,5959,84900,
seq_750_45,3760,109200,5937,88100,
seq_750_46,3771,100500,5921,89200,
seq_750_47,3768,102300,5937,91200,
seq_750_48,3787,97900,5985,89100,
seq_750_49,3780,77800,5920,72500,
seq_750_50,3791,75700,5940,78100,
seq_750_51,3759,85500,5967,82700,
seq_750_52,3797,98100,5938,78800,
seq_750_53,3765,96800,5912,84500,
seq_750_54,3778,111200,5963,97200,
seq_750_55,3766,88200,5905,226000,
seq_750_56,3794,131400,5951,82600,
seq_750_57,3803,78000,5901,87900,
seq_750_58,3777,140800,5920,84100,
seq_750_59,3795,121100,5914,80100,
seq_750_60,3805,95000,5974,85300,
seq_750_61,3787,93400,5971,83900,
seq_750_62,3759,87700,5955,80300,
seq_750_63,3792,120000,5867,77800,
seq_750_64,3768,80600,5923,76700,
seq_750_65,3745,81000,5990,78000,
seq_750_66,3780,88400,5928,85400,
seq_750_67,3787,78000,5896,76800,
seq_750_68,3750,87600,5909,82400,
seq_750_69,3819,93800,5904,83000,
seq_750_70,3767,95500,5968,86800,
seq_750_71,3774,78100,5925,90900,
seq_750_72,3775,83000,5957,193900,
seq_750_73,3778,77100,6003,81000,
seq_750_74,3744,80200,5924,73100,
seq_750_75,3792,78100,5846,72800,
seq_750_76,3778,81700,6044,87600,
seq_750_77,3783,81400,5950,85700,
seq_750_78,3769,82400,5915,72900,
seq_750_79,3795,78100,6022,77100,
seq_750_80,3777,243700,5952,128600,
seq_750_81,3787,134000,5958,115400,
seq_750_82,3776,149000,5992,76600,
seq_750_83,3766,81800,5929,75800,
seq_750_84,3788,95700,5958,94800,
seq_750_85,3796,91400,5875,76800,
seq_750_86,3769,108400,5974,77300,
seq_750_87,3794,94100,5947,80100,
seq_750_88,3790,84200,5960,78100,
seq_750_89,3766,77300,5911,84800,
seq_750_90,3798,80300,5929,85100,
seq_750_91,3810,78600,5948,78000,
seq_750_92,3777,78600,5964,82300,
seq_750_93,3771,101400,5918,140000,
seq_750_94,3760,98500,5937,81400,
seq_750_95,3770,77800,5896,86900,
seq_750_96,3808,81200,6037,77500,
seq_750_97,3789,147500,5876,115600,
seq_750_98,3756,101200,5965,95300,
seq_750_99,3774,104400,5917,84000,
seq_800_0,4081,92600,6434,92000,
seq_800_1,4062,134000,6441,85600,
seq_800_2,4093,95700,6396,103800,
seq_800_3,4087,172300,6409,99200,
seq_800_4,4082,163200,6318,108300,
seq_800_5,4067,108100,6381,115700,
seq_800_6,4092,160800,6414,144000,
seq_800_7,4093,320300,6421,146500,
seq_800_8,4073,247200,6380,182700,
seq_800_9,4077,129400,6306,171100,
seq_800_10,4093,83500,6329,94600,
seq_800_11,4078,161900,6457,84500,
seq_800_12,4079,93400,6329,89100,
seq_800_13,4057,95800,6383,90800,
seq_800_14,4065,106000,6399,92200,
seq_800_15,4099,102500,6400,106900,
seq_800_16,4090,177100,6458,129300,
seq_800_17,4062,99200,6384,93600,
seq_800_18,4077,94300,6396,88300,
seq_800_19,4069,92900,6375,89400,
seq_800_20,4101,162800,6304,97200,
seq_800_21,4088,99000,6439,95000,
seq_800_22,4036,95600,6448,86000,
seq_800_23,4084,93200,6443,94600,
seq_800_24,4052,89300,6295,96300,
seq_800_25,4070,220600,6459,115100,
seq_800_26,4085,105200,6307,92600,
seq_800_27,4075,92500,6396,93800,
seq_800_28,4086,280500,6286,163300,
seq_800_29,4088,102600,6321,93600,
seq_800_30,4077,191700,6402,102000,
seq_800_31,4090,98300,6444,85200,
seq_800_32,4082,101700,6407,91100,
seq_800_33,4067,101500,6420,96100,
seq_800_34,4095,105400,6406,84800,
seq_800_35,4055,225700,6365,175500,
seq_800_36,4086,97500,6375,84600,
seq_800_37,4087,83700,6356,86800,
seq_800_38,4110,97000,6389,90100,
seq_800_39,4063,104500,6431,89700,
seq_800_40,4063,98600,6335,107300,
seq_800_41,4026,83000,6361,93000,
seq_800_42,4092,83600,6336,87500,
seq_800_43,4084,90000,6341,91600,
seq_800_44,4061,93100,6388,83400,
seq_800_45,4121,89100,6451,101600,
seq_800_46,4054,95400,6416,99400,
seq_800_47,4068,89200,6403,82100,
seq_800_48,4072,89500,6382,92100,
seq_800_49,4095,102200,6394,97500,
seq_800_50,4061,87700,6491,86200,
seq_800_51,4089,93200,6439,83600,
seq_800_52,4105,88400,6343,91200,
seq_800_53,4068,84500,6339,79200,
seq_800_54,4089,102400,6396,88900,
seq_800_55,4073,100600,6357,97100,
seq_800_56,4050,107700,6327,92600,
seq_800_57,4087,88500,6434,104300,
seq_800_58,4068,299200,6448,91100,
seq_800_59,4075,99600,6388,110100,
seq_800_60,4071,109600,6368,105200,
seq_800_61,4074,97500,6373,85100,
seq_800_62,4063,105800,6400,85700,
seq_800_63,4105,91100,6412,87300,
seq_800_64,4100,99100,6377,99000,
seq_800_65,4096,96300,6369,82100,
seq_800_66,4073,86100,6488,87900,
seq_800_67,4060,99400,6340,98300,
seq_800_68,4065,87400,6512,85600,
seq_800_69,4081,88000,6357,82100,
seq_800_70,4060,104700,6465,88300,
seq_800_71,4085,92500,6356,87000,
seq_800_72,4070,96800,6336,86400,
seq_800_73,4094,90600,6419,96500,
seq_800_74,4095,92100,6347,98600,
seq_800_75,4077,90300,6410,98200,
seq_800_76,4070,91100,6395,86300,
seq_800_77,4055,87400,6383,91900,
seq_800_78,4092,89600,6409,84200,
seq_800_79,4082,115900,6439,113900,
seq_800_80,4091,165800,6391,134100,
seq_800_81,4073,118300,6377,108400,
seq_800_82,4054,104000,6424,103800,
seq_800_83,4055,108100,6373,92100,
seq_800_84,4099,126000,6375,106800,
seq_800_85,4070,116600,6338,105900,
seq_800_86,4073,126300,6374,119200,
seq_800_87,4068,110500,6404,104500,
seq_800_88,4107,92400,6422,104400,
seq_800_89,4094,99400,6427,88800,
seq_800_90,4062,106700,6334,99400,
seq_800_91,4068,130700,6412,120600,
seq_800_92,4060,106200,6416,109300,
seq_800_93,4083,91300,6361,90800,
seq_800_94,4085,121300,6436,108700,
seq_800_95,4060,114700,6342,129200,
seq_800_96,4091,103300,6463,99600,
seq_800_97,4080,132500,6362,115200,
seq_800_98,4043,195900,6394,185900,
seq_800_99,4069,110900,6366,103200,
seq_850_0,4373,107400,6915,94900,
seq_850_1,4382,105400,6821,96600,
seq_850_2,4368,128900,6903,114300,
seq_850_3,4403,170800,6830,107300,
seq_850_4,4376,95300,6844,93200,
seq_850_5,4376,134900,6865,166700,
seq_850_6,4388,100500,6866,107200,
seq_850_7,4378,117000,6811,106700,
seq_850_8,4357,115700,6873,112000,
seq_850_9,4373,94600,6894,91600,
seq_850_10,4371,127700,6867,110700,
seq_850_11,4383,98800,6791,94900,
seq_850_12,4357,139300,6854,122300,
seq_850_13,4352,100200,6834,104800,
seq_850_14,4365,95400,6920,103500,
seq_850_15,4359,157100,6857,162500,
seq_850_16,4377,94500,6773,93600,
seq_850_17,4382,120400,6837,117200,
seq_850_18,4377,95500,6853,92800,
seq_850_19,4356,123400,6894,121100,
seq_850_20,4359,127400,6876,119100,
seq_850_21,4401,95500,6803,117100,
seq_850_22,4353,113200,6812,104400,
seq_850_23,4373,209400,6861,171900,
seq_850_24,4375,104200,6691,86000,
seq_850_25,4386,93000,6857,87500,
seq_850_26,4386,126200,6844,112100,
seq_850_27,4385,93400,6877,83000,
seq_850_28,4377,114700,6807,107400,
seq_850_29,4381,199100,6787,174600,
seq_850_30,4363,110800,6810,105100,
seq_850_31,4394,101800,6804,97200,
seq_850_32,4376,102200,6834,87900,
seq_850_33,4396,105100,6878,88700,
seq_850_34,4361,105600,6880,93000,
seq_850_35,4383,91600,6962,98500,
seq_850_36,4379,90700,6855,87100,
seq_850_37,4338,90900,6828,90800,
seq_850_38,4357,89100,6880,79600,
seq_850_39,4380,94200,6793,86900,
seq_850_40,4368,96400,6886,83800,
seq_850_41,4388,99600,6865,90200,
seq_850_42,4392,104600,6878,95100,
seq_850_43,4388,118600,6851,128400,
seq_850_44,4380,89800,6771,78800,
seq_850_45,4350,89000,6879,81200,
seq_850_46,4365,96000,6810,79400,
seq_850_47,4384,99900,6842,85300,
seq_850_48,4351,97000,6830,102400,
seq_850_49,4357,94100,6857,80900,
seq_850_50,4383,97100,6863,81300,
seq_850_51,4363,89600,6833,84300,
seq_850_52,4363,89600,6843,87300,
seq_850_53,4359,117100,6837,113500,
seq_850_54,4347,85700,6883,94800,
seq_850_55,4364,86800,6809,90900,
seq_850_56,4360,87000,6777,84900,
seq_850_57,4373,86900,6893,83300,
seq_850_58,4382,86900,6795,91200,
seq_850_59,4366,88200,6892,84600,
seq_850_60,4381,86700,6814,82200,
seq_850_61,4361,94600,6912,93600,
seq_850_62,4408,197400,6854,175400,
seq_850_63,4374,103800,6832,94200,
seq_850_64,4398,160000,6763,91700,
seq_850_65,4378,106000,6882,95500,
seq_850_66,4330,100800,6797,89300,
seq_850_67,4369,110300,6829,214900,
seq_850_68,4347,248100,6796,172800,
seq_850_69,4375,133600,6835,113800,
seq_850_70,4371,124200,6862,109000,
seq_850_71,4405,106500,6770,83100,
seq_850_72,4366,91100,6870,95000,
seq_850_73,4391,102400,6818,92500,
seq_850_74,4377,103300,6839,117300,
seq_850_75,4358,88800,6893,87500,
seq_850_76,4402,193000,6842,175800,
seq_850_77,4353,108900,6817,114400,
seq_850_78,4369,213000,6879,104000,
seq_850_79,4378,89100,6854,91800,
seq_850_80,4368,88600,6827,79900,
seq_850_81,4403,105900,6829,100600,
seq_850_82,4385,92100,6779,88200,
seq_850_83,4367,118000,6857,115600,
seq_850_84,4394,119100,6916,122000,
seq_850_85,4396,93400,6852,84500,
seq_850_86,4359,97500,6888,110600,
seq_850_87,4355,89400,6826,80700,
seq_850_88,4389,147300,6872,103500,
seq_850_89,4367,92300,6930,85800,
seq_850_90,4378,184200,6735,161800,
seq_850_91,4343,110400,6830,108800,
seq_850_92,4374,103200,6889,94500,
seq_850_93,4350,103500,6834,102700,
seq_850_94,4367,100600,6847,91500,
seq_850_95,4369,94400,6872,92500,
seq_850_96,4362,213700,6866,176700,
seq_850_97,4377,104100,6793,99400,
seq_850_98,4376,92400,6858,96300,
seq_850_99,4336,94100,6822,104500,
seq_900_0,4668,95900,7348,89100,
seq_900_1,4644,106700,7291,100800,
seq_900_2,4650,243700,7269,114200,
seq_900_3,4701,154600,7322,175300,
seq_900_4,4653,118200,7319,101200,
seq_900_5,4660,115300,7167,101700,
seq_900_6,4705,100300,7333,90300,
seq_900_7,4659,120300,7247,94400,
seq_900_8,4674,98700,7318,98800,
seq_900_9,4691,96900,7301,95300,
seq_900_10,4670,214200,7306,275300,
seq_900_11,4643,118000,7322,143200,
seq_900_12,4694,97000,7383,90200,
seq_900_13,4653,146500,7335,117700,
seq_900_14,4664,104500,7323,96400,
seq_900_15,4691,120600,7180,97200,
seq_900_16,4670,97500,7375,89400,
seq_900_17,4657,315400,7365,278400,
seq_900_18,4669,114500,7336,107400,
seq_900_19,4697,107800,7295,90500,
seq_900_20,4635,96800,7243,86300,
seq_900_21,4682,97700,7347,85800,
seq_900_22,4646,109400,7328,97300,
seq_900_23,4698,107300,7325,91900,
seq_900_24,4705,95800,7217,89000,
seq_900_25,4642,94800,7302,83600,
seq_900_26,4639,94200,7281,83100,
seq_900_27,4690,95800,7324,85100,
seq_900_28,4690,95000,7325,82300,
seq_900_29,4670,215700,7347,86800,
seq_900_30,4683,109400,7252,96400,
seq_900_31,4649,106800,7290,87400,
seq_900_32,4688,98500,7250,84700,
seq_900_33,4664,93600,7321,83000,
seq_900_34,4706,97400,7283,83600,
seq_900_35,4685,95300,7301,85400,
seq_900_36,4676,94500,7325,87400,
seq_900_37,4660,120100,7335,93100,
seq_900_38,4644,121500,7269,88100,
seq_900_39,4640,97900,7322,86400,
seq_900_40,4679,97400,7363,101800,
seq_900_41,4667,96200,7288,84800,
seq_900_42,4671,95400,7398,83600,
seq_900_43,4699,95300,7305,81800,
seq_900_44,4678,94300,7331,83900,
seq_900_45,4630,96400,7304,82200,
seq_900_46,4671,94700,7348,84900,
seq_900_47,4694,100300,7317,101500,
seq_900_48,4645,92500,7278,81900,
seq_900_49,4675,94300,7346,86100,
seq_900_50,4672,99900,7289,86100,
seq_900_51,4712,99600,7307,90100,
seq_900_52,4655,122400,7300,96700,
seq_900_53,4694,107200,7373,89600,
seq_900_54,4706,98900,7291,83700,
seq_900_55,4647,104700,7356,85300,
seq_900_56,4661,123000,7288,91000,
seq_900_57,4662,98000,7263,93900,
seq_900_58,4695,99000,7330,88200,
seq_900_59,4658,99200,7228,86600,
seq_900_60,4651,93900,7375,86600,
seq_900_61,4656,96100,7309,82900,
seq_900_62,4641,94300,7275,86400,
seq_900_63,4659,95000,7322,82600,
seq_900_64,4687,103900,7290,88200,
seq_900_65,4671,102100,7326,84000,
seq_900_66,4664,101100,7220,84700,
seq_900_67,4667,100000,7294,82600,
seq_900_68,4666,95300,7243,237700,
seq_900_69,4683,116300,7422,102200,
seq_900_70,4674,131500,7282,136100,
seq_900_71,4675,110700,7342,99400,
seq_900_72,4661,105200,7307,92300,
seq_900_73,4679,111200,7325,93500,
seq_900_74,4678,104700,7322,90700,
seq_900_75,4660,111000,7362,106400,
seq_900_76,4689,192200,7293,131700,
seq_900_77,4658,146400,7322,132200,
seq_900_78,4686,117400,7389,100700,
seq_900_79,4687,163900,7261,235400,
seq_900_80,4668,177400,7246,113700,
seq_900_81,4681,119000,7377,164000,
seq_900_82,4654,120400,7272,118300,
seq_900_83,4707,227200,7371,181200,
seq_900_84,4655,314500,7332,136200,
seq_900_85,4670,120800,7278,109200,
seq_900_86,4680,114000,7300,101100,
seq_900_87,4657,99500,7265,86500,
seq_900_88,4695,101700,7314,90000,
seq_900_89,4662,276800,7350,173400,
seq_900_90,4677,129500,7307,120600,
seq_900_91,4699,97200,7309,97100,
seq_900_92,4698,96400,7301,83600,
seq_900_93,4679,114200,7290,117600,
seq_900_94,4674,97600,7388,85000,
seq_900_95,4709,119100,7274,92600,
seq_900_96,4669,238100,7212,151500,
seq_900_97,4681,122100,7324,110800,
seq_900_98,4673,104400,7370,94100,
seq_900_99,4683,108600,7317,108300,
seq_950_0,4974,121700,7853,126100,
seq_950_1,4981,102100,7773,119000,
seq_950_2,4945,121200,7800,108500,
seq_950_3,4988,263600,7734,166300,
seq_950_4,4997,132100,7700,128600,
seq_950_5,4976,123400,7788,97800,
seq_950_6,4997,121100,7819,95600,
seq_950_7,4975,104500,7773,100200,
seq_950_8,4950,187100,7826,111600,
seq_950_9,4980,145300,7740,127800,
seq_950_10,5008,142500,7736,125400,
seq_950_11,4973,129500,7777,114700,
seq_950_12,4948,103700,7763,90700,
seq_950_13,5012,103200,7802,88400,
seq_950_14,4974,112800,7790,150100,
seq_950_15,5007,106700,7788,103100,
seq_950_16,4945,218200,7757,177000,
seq_950_17,4945,114800,7638,141100,
seq_950_18,4952,127600,7775,125300,
seq_950_19,4938,221400,7718,207800,
seq_950_20,4983,206100,7700,249700,
seq_950_21,4990,221000,7743,202900,
seq_950_22,4990,140400,7845,150200,
seq_950_23,4946,106300,7800,139900,
seq_950_24,4964,112200,7839,113900,
seq_950_25,4984,111800,7808,108900,
seq_950_26,4973,123600,7771,133600,
seq_950_27,4923,215700,7729,139600,
seq_950_28,4982,165700,7703,140400,
seq_950_29,4947,159600,7828,205400,
seq_950_30,4999,218200,7860,142100,
seq_950_31,4957,118300,7786,108700,
seq_950_32,4940,238600,7828,179600,
seq_950_33,4930,225000,7725,197900,
seq_950_34,4964,148000,7853,153200,
seq_950_35,4995,155800,7727,145200,
seq_950_36,4944,231700,7819,216000,
seq_950_37,4984,163800,7850,163700,
seq_950_38,4983,142500,7751,141600,
seq_950_39,4961,157000,7738,140400,
seq_950_40,4943,123200,7764,109600,
seq_950_41,4933,281300,7691,211700,
seq_950_42,5002,163300,7729,207300,
seq_950_43,4960,155400,7769,146000,
seq_950_44,4975,195800,7710,156500,
seq_950_45,4950,255500,7838,198500,
seq_950_46,4992,178100,7851,219800,
seq_950_47,4958,167300,7834,155300,
seq_950_48,5005,155500,7752,129500,
seq_950_49,4991,130300,7846,121100,
seq_950_50,4976,161500,7792,165700,
seq_950_51,4978,160600,7752,155300,
seq_950_52,4946,148100,7744,129000,
seq_950_53,4966,116700,7729,126200,
seq_950_54,4950,114400,7795,106900,
seq_950_55,4972,147100,7777,130400,
seq_950_56,4958,112900,7733,128000,
seq_950_57,4982,112100,7741,105200,
seq_950_58,4925,125500,7765,121100,
seq_950_59,4979,123700,7762,130400,
seq_950_60,4976,140800,7755,136600,
seq_950_61,4968,126000,7780,109900,
seq_950_62,4949,158700,7707,128400,
seq_950_63,4975,170700,7802,235700,
seq_950_64,4985,146600,7683,140300,
seq_950_65,4994,150900,7689,142700,
seq_950_66,4961,114200,7764,103700,
seq_950_67,4964,152000,7703,115600,
seq_950_68,4975,106000,7713,106300,
seq_950_69,4973,186600,7796,142900,
seq_950_70,4979,131200,7797,138200,
seq_950_71,4956,123100,7844,121900,
seq_950_72,4957,113400,7805,90700,
seq_950_73,4969,126900,7814,109500,
seq_950_74,4970,151500,7823,164300,
seq_950_75,4945,103100,7735,110200,
seq_950_76,4934,121400,7825,140400,
seq_950_77,4971,124800,7721,116400,
seq_950_78,4973,145400,7806,104000,
seq_950_79,4982,115200,7744,103000,
seq_950_80,4955,297900,7721,110200,
seq_950_81,4959,185700,7779,101600,
seq_950_82,4963,285000,7709,306500,
seq_950_83,4974,238400,7693,102700,
seq_950_84,4987,101900,7811,96600,
seq_950_85,4957,190700,7816,112900,
seq_950_86,4983,105800,7612,101000,
seq_950_87,4941,104900,7800,101600,
seq_950_88,4967,128700,7815,110700,
seq_950_89,4975,122900,7723,102600,
seq_950_90,4977,110800,7711,99500,
seq_950_91,4978,125200,7729,110200,
seq_950_92,4970,181700,7800,111100,
seq_950_93,4962,111100,7766,100000,
seq_950_94,4945,112100,7780,98200,
seq_950_95,4948,119600,7735,124700,
seq_950_96,4955,115900,7728,116200,
seq_950_97,4961,115300,7811,121500,
seq_950_98,4988,121100,7760,99700,
seq_950_99,4990,132900,7804,119900,
seq_1000_0,5250,136500,8261,113500,
seq_1000_1,5285,148300,8232,108800,
seq_1000_2,5243,147100,8206,128900,
seq_1000_3,5283,143800,8203,116200,
seq_1000_4,5256,140300,8236,123900,
seq_1000_5,5243,125500,8250,100500,
seq_1000_6,5289,117900,8152,105000,
seq_1000_7,5277,138900,8251,124500,
seq_1000_8,5268,127300,8188,135500,
seq_1000_9,5286,116500,8289,109400,
seq_1000_10,5271,127800,8154,108500,
seq_1000_11,5276,127700,8197,105800,
seq_1000_12,5278,116700,8279,107900,
seq_1000_13,5278,126200,8273,137800,
seq_1000_14,5277,146100,8209,121300,
seq_1000_15,5235,123700,8200,116900,
seq_1000_16,5265,143500,8193,128600,
seq_1000_17,5292,117900,8263,129100,
seq_1000_18,5271,151900,8237,128600,
seq_1000_19,5268,150100,8170,125900,
seq_1000_20,5279,207000,8204,186100,
seq_1000_21,5255,142300,8202,133200,
seq_1000_22,5280,166800,8187,130100,
seq_1000_23,5252,126000,8230,119300,
seq_1000_24,5240,144700,8262,132600,
seq_1000_25,5250,157300,8228,145500,
seq_1000_26,5297,142100,8186,117500,
seq_1000_27,5271,260500,8205,111200,
seq_1000_28,5284,116000,8277,107900,
seq_1000_29,5259,130000,8205,105200,
seq_1000_30,5301,129800,8220,116900,
seq_1000_31,5266,165200,8210,116900,
seq_1000_32,5296,131500,8252,108000,
seq_1000_33,5259,110800,8151,93300,
seq_1000_34,5259,109500,8265,95100,
seq_1000_35,5280,131100,8206,108200,
seq_1000_36,5248,113900,8267,105900,
seq_1000_37,5286,113200,8223,98500,
seq_1000_38,5246,116100,8189,100200,
seq_1000_39,5297,193000,8223,138200,
seq_1000_40,5266,111300,8205,92900,
seq_1000_41,5266,118200,8297,105600,
seq_1000_42,5263,134900,8126,101100,
seq_1000_43,5278,110800,8273,97400,
seq_1000_44,5274,138700,8277,111300,
seq_1000_45,5253,135600,8233,242700,
seq_1000_46,5265,110900,8176,101400,
seq_1000_47,5262,114000,8138,103700,
seq_1000_48,5297,337600,8153,174500,
seq_1000_49,5256,119500,8273,115500,
seq_1000_50,5267,110000,8175,104000,
seq_1000_51,5241,138000,8340,115500,
seq_1000_52,5253,130800,8207,107500,
seq_1000_53,5254,115900,8183,92400,
seq_1000_54,5289,108800,8158,92500,
seq_1000_55,5274,107700,8205,99500,
seq_1000_56,5304,113600,8237,102300,
seq_1000_57,5285,114300,8217,106300,
seq_1000_58,5277,251100,8251,175300,
seq_1000_59,5256,125100,8247,106300,
seq_1000_60,5284,116900,8243,111000,
seq_1000_61,5244,111200,8192,95500,
seq_1000_62,5267,111000,8176,96400,
seq_1000_63,5275,108500,8227,92900,
seq_1000_64,5255,108200,8248,93700,
seq_1000_65,5265,151200,8244,116200,
seq_1000_66,5250,109200,8197,93500,
seq_1000_67,5283,129400,8200,95600,
seq_1000_68,5278,109000,8240,97400,
seq_1000_69,5262,108800,8268,92800,
seq_1000_70,5261,109300,8243,92400,
seq_1000_71,5274,124900,8250,92200,
seq_1000_72,5299,120400,8219,98200,
seq_1000_73,5240,191400,8129,112500,
seq_1000_74,5258,109200,8246,94500,
seq_1000_75,5265,125400,8262,110000,
seq_1000_76,5278,111500,8240,104200,
seq_1000_77,5274,108300,8244,96700,
seq_1000_78,5283,107600,8200,96200,
seq_1000_79,5287,132000,8246,119500,
seq_1000_80,5275,183900,8241,340300,
seq_1000_81,5296,203200,8208,163400,
seq_1000_82,5248,123700,8163,108000,
seq_1000_83,5275,114200,8236,102400,
seq_1000_84,5257,154800,8232,132900,
seq_1000_85,5230,141100,8198,137800,
seq_1000_86,5269,133100,8262,127100,
seq_1000_87,5282,145300,8237,122200,
seq_1000_88,5273,116300,8185,106000,
seq_1000_89,5250,112900,8161,105400,
seq_1000_90,5270,154300,8206,117500,
seq_1000_91,5252,155500,8243,135400,
seq_1000_92,5259,123700,8242,112400,
seq_1000_93,5286,113900,8192,104700,
seq_1000_94,5316,112700,8183,96400,
seq_1000_95,5254,147300,8167,133000,
seq_1000_96,5258,112100,8235,120300,
seq_1000_97,5260,139300,8182,105800,
seq_1000_98,5262,145000,8278,112800,
seq_1000_99,5295,111000,8224,98300,
seq_1050_0,5566,119700,8695,108300,
seq_1050_1,5551,144100,8646,114800,
seq_1050_2,5536,150900,8715,146600,
seq_1050_3,5602,120200,8712,122800,
seq_1050_4,5598,117900,8718,116500,
seq_1050_5,5576,147800,8740,163400,
seq_1050_6,5583,126600,8698,108300,
seq_1050_7,5570,118300,8634,119200,
seq_1050_8,5565,190200,8663,123500,
seq_1050_9,5562,121100,8647,108400,
seq_1050_10,5591,124000,8692,120300,
seq_1050_11,5584,141600,8688,123700,
seq_1050_12,5625,118000,8728,109400,
seq_1050_13,5590,129600,8680,102300,
seq_1050_14,5576,149000,8723,126100,
seq_1050_15,5624,140600,8680,174000,
seq_1050_16,5563,122100,8664,104700,
seq_1050_17,5577,150900,8662,131100,
seq_1050_18,5576,121500,8658,109600,
seq_1050_19,5568,206900,8688,179400,
seq_1050_20,5604,137400,8605,131000,
seq_1050_21,5568,148300,8691,110800,
seq_1050_22,5567,118400,8630,105400,
seq_1050_23,5586,137800,8686,191600,
seq_1050_24,5569,123100,8731,112300,
seq_1050_25,5597,123700,8698,107600,
seq_1050_26,5555,227700,8605,122300,
seq_1050_27,5603,123900,8664,117000,
seq_1050_28,5595,118400,8718,109800,
seq_1050_29,5577,167000,8698,124300,
seq_1050_30,5588,117300,8707,122900,
seq_1050_31,5554,115400,8672,99400,
seq_1050_32,5590,116200,8610,135500,
seq_1050_33,5579,147400,8676,139500,
seq_1050_34,5589,238300,8679,244100,
seq_1050_35,5574,143700,8763,123500,
seq_1050_36,5568,144900,8654,122400,
seq_1050_37,5611,116800,8665,104800,
seq_1050_38,5590,216100,8678,153700,
seq_1050_39,5586,134900,8671,118400,
seq_1050_40,5580,130900,8679,116400,
seq_1050_41,5575,180600,8655,128100,
seq_1050_42,5582,113200,8767,107600,
seq_1050_43,5559,114000,8598,105000,
seq_1050_44,5571,121700,8784,108400,
seq_1050_45,5550,132700,8629,102600,
seq_1050_46,5530,131000,8683,110500,
seq_1050_47,5569,126300,8691,104800,
seq_1050_48,5548,138300,8635,110600,
seq_1050_49,5576,116800,8698,105000,
seq_1050_50,5531,118100,8645,100900,
seq_1050_51,5593,132500,8660,119700,
seq_1050_52,5597,114400,8653,102700,
seq_1050_53,5573,115600,8750,119500,
seq_1050_54,5571,115900,8641,101900,
seq_1050_55,5569,131600,8768,127800,
seq_1050_56,5569,119400,8745,107700,
seq_1050_57,5572,125800,8734,121200,
seq_1050_58,5566,128000,8715,117800,
seq_1050_59,5546,149500,8692,121900,
seq_1050_60,5584,141400,8687,116600,
seq_1050_61,5591,269100,8648,268800,
seq_1050_62,5595,134300,8649,116700,
seq_1050_63,5564,121100,8726,105400,
seq_1050_64,5588,123800,8714,109700,
seq_1050_65,5578,151600,8868,127600,
seq_1050_66,5613,127600,8657,119300,
seq_1050_67,5579,260200,8725,195300,
seq_1050_68,5568,154400,8722,119700,
seq_1050_69,5610,225200,8657,218900,
seq_1050_70,5575,124500,8577,114300,
seq_1050_71,5591,123500,8805,111400,
seq_1050_72,5575,204000,8797,208800,
seq_1050_73,5604,162700,8734,131100,
seq_1050_74,5598,232600,8707,130000,
seq_1050_75,5586,137300,8694,133200,
seq_1050_76,5572,154900,8766,134800,
seq_1050_77,5582,127900,8656,113100,
seq_1050_78,5579,146300,8732,126600,
seq_1050_79,5573,191800,8719,126600,
seq_1050_80,5561,145400,8634,119400,
seq_1050_81,5581,149500,8704,115200,
seq_1050_82,5609,257000,8741,124700,
seq_1050_83,5572,123200,8676,107500,
seq_1050_84,5596,173700,8775,155900,
seq_1050_85,5554,137100,8632,117700,
seq_1050_86,5542,126000,8686,117300,
seq_1050_87,5580,128200,8712,114600,
seq_1050_88,5577,139700,8681,130200,
seq_1050_89,5573,162900,8630,120100,
seq_1050_90,5565,239300,8670,200300,
seq_1050_91,5604,152600,8757,112500,
seq_1050_92,5584,152100,8670,137000,
seq_1050_93,5556,123100,8684,114300,
seq_1050_94,5556,126200,8763,113300,
seq_1050_95,5577,127400,8616,112000,
seq_1050_96,5547,165500,8593,145500,
seq_1050_97,5560,135300,8791,129000,
seq_1050_98,5619,126800,8653,114600,
seq_1050_99,5544,128600,8707,129800,
seq_1100_0,5860,132600,9263,120600,
seq_1100_1,5880,150600,9052,132200,
seq_1100_2,5870,162000,9203,137400,
seq_1100_3,5848,166900,9141,155800,
seq_1100_4,5892,138800,9108,128600,
seq_1100_5,5855,142900,9118,125900,
seq_1100_6,5867,137200,9155,123600,
